t0,t1
935.4749764709364,938.1166623009366
938.9150657709389,941.4151657509399
945.4945744109465,948.2809457709468
951.5412696809525,954.2981773209528
955.0874483709551,957.5830821309561
958.8911346209599,961.6064797509601
962.3922844809624,964.6535750109632
970.5075062009715,973.4374632009719
975.2684634009753,977.466393600976
979.2723963009793,981.9276141009805
984.2438990909852,986.9628438609855
988.7789788809888,991.1174283609896
993.033986670993,995.6311769409941
997.2737959709983,1000.1856881109987
1002.0571509210031,1004.8914841510034
1006.6996866310067,1009.0130719510075
1010.8260072910108,1013.2604138410118
1015.3433888310163,1018.1485583110167
1019.96309349102,1022.475125611021
1024.2683962510243,1026.8360228110253
1028.6419255210287,1031.50082295103
1032.4194144010323,1034.8028927110333
1036.6062290110367,1039.1323263910376
1043.0928469410442,1046.460126871045
1047.6094952310486,1050.5887139710492
1051.3920169510513,1053.8089252510524
1056.5425018410576,1059.4159311610579
1060.2347325910603,1062.7265334010613
1063.5200373610635,1066.288143871065
1067.088847111067,1069.458926761068
1070.3723520510714,1073.312541361072
1076.7056853210777,1079.527853101078
1080.3345557410803,1082.9224469410815
1083.875534931085,1086.7359655510852
1088.5055718810895,1091.2097514610898
1093.2253331910943,1095.9529770910945
1097.7590464510977,1100.2582465210987
1102.063649281102,1104.4732583111029
1111.971858351113,1114.9289793011135
1115.7888766211158,1118.1514903511168
1119.4581429811205,1122.1678220111207
1124.1043783211242,1126.612377511125
1128.4746412411296,1131.2235830111297
1132.026186061132,1134.7649955011332
1135.5532999811355,1137.675504421136
1139.974491141141,1146.1255926611445
1148.5711647211497,1151.2376814011498
1152.045583921152,1154.1748876511526
1157.087746311158,1160.0170700411586
1161.834704911162,1164.463292041163
1165.6907859211667,1168.3332383411669
1170.1262090111702,1172.7402975911712
1175.2570625311762,1177.8781170911764
1181.2705944511822,1183.9912723811824
1185.8537360911869,1188.536517811187
1189.4069807311905,1192.0933287611906
1194.7702776811957,1197.445026871196
1200.0703142912012,1202.8068906312012
1204.6156263912046,1207.2745438212057
1209.903330891211,1212.549449611211
1217.6564221712188,1220.366734471219
1221.1781366412213,1223.513653081222
1225.019752431226,1227.7914252612263
1229.7729104012308,1232.439960361231
1238.4529089812395,1241.1818527512396
1242.4228119512434,1245.1111597812437
1245.902163991246,1248.1325576112467
1249.885965561251,1252.8210553812514
1255.4527421612565,1258.0575650112567
1258.98585548126,1261.7260647912603
1265.052282111266,1267.7349638412663
1269.7887084212707,1272.4427930112709
1274.2888250312753,1276.9753730412756
1277.8555016612788,1280.5444827612791
1281.951925311283,1284.617275441283
1287.8885982512888,1290.615775531289
1293.2885248712944,1296.0104026812946
1301.4883381413024,1304.1934842913026
1305.0140855413051,1307.609109361306
1308.4229112913085,1311.0527982913095
1311.868300051312,1314.1406228113126
1315.921361361317,1318.6093092313172
1321.834803291323,1324.492920811323
1327.2846249213283,1330.0116022213285
1333.4013131913343,1336.1488217713347
1336.971089511338,1339.639839301338
1344.1874678013453,1346.9505414913456
1347.7732425313477,1350.478122031349
1351.5040694013526,1354.1785519513528
1361.7204809913628,1364.4166280413629
1365.3870143013664,1368.1763520313666
1369.9173278913709,1372.8854477413713
1374.2671928613752,1376.9936368813756
1377.7889406613779,1380.465056371379
1385.3502844413863,1388.1152579413865
1389.3367190913903,1392.0481646113906
1395.7334460213967,1398.4490577913969
1401.5532973114025,1404.439858651403
1405.2440615414052,1407.7924900214064
1408.80287228141,1411.49268663141
1412.2877904314123,1416.7876904114153
1420.5498641314216,1423.498485931422
1425.3045886214254,1427.7040986614263
1428.7663090714298,1431.39959574143
1435.7161140214366,1438.479087721437
1441.782773961443,1444.473888181443
1445.2811907614453,1448.0010021014466
1454.4187102414555,1457.0935927514556
1460.8324354714618,1463.8208199614623
1464.8020384714657,1467.515017171466
1471.6487204014727,1474.6327719914732
1478.8017050314797,1481.52994887148
1483.3304187914835,1485.7944223814843
1486.5912260114867,1489.338834571488
1491.7984385614927,1494.494718931493
1495.2950222114953,1497.626139091496
1499.2013315315003,1501.9302419715004
1504.814870121506,1507.603641241506
1510.051279761511,1513.0308318015116
1513.795738621514,1516.3460669115148
1517.1388376115171,1519.2997381815178
1520.08404306152,1522.400561401521
1525.6174896515267,1528.3414672515269
1529.5510295915306,1532.2722741315308
1534.3675478915354,1537.2811731915358
1540.6674178415417,1543.413159931542
1544.6973814715457,1547.389962211546
1549.4840694215504,1552.1703841215508
1558.5505626815595,1561.2583752315597
1563.947122971565,1566.6326044215652
1568.4146761815684,1570.8590817315694
1571.6804828915726,1574.3951280915728
1576.1988976815762,1578.9463062615775
1579.7537088315798,1582.1601848415808
1582.9512890415829,1585.372396921584
1587.133137471588,1589.8702137615883
1593.3299510615943,1596.1426197915946
1597.046612691598,1599.9123094515985
1600.7207119216007,1603.1212218616017
1605.179765961606,1607.9940012016066
1612.929724221614,1615.7730232216143
1619.1459358716202,1621.8521819116204
1623.6770160616236,1626.2322105316248
1627.982418801629,1630.7577246016292
1631.5606276216315,1634.0230313716324
1635.2125290516362,1638.0591277216365
1638.855431401639,1641.2888047216397
1643.090141221643,1645.2573411616438
1646.3288173116473,1650.424957681649
1652.4071427616525,1654.7540580616533
1655.5555612216556,1658.0260641616564
1659.5788255116606,1662.3413659216608
1664.1426690916642,1666.511348881665
1667.2997533516673,1669.7862546916683
1670.5879578316706,1673.0240642116714
1674.998483391676,1677.8132519116764
1678.6100555416785,1681.0576607716796
1683.2450586516843,1686.0094655416844
1687.2148616316883,1690.0269637516885
1692.6645832716936,1695.3712626016938
1696.6479848916977,1699.6494680716983
1701.1615001617022,1703.9147748317025
1705.4478048217065,1708.1544508217066
1709.9135915417098,1712.6121716717112
1714.3808114317153,1717.2982030217158
1720.7609400217218,1723.4421885617219
1724.2526908217242,1726.514447971725
1728.2916868817283,1732.2526407617308
1734.0396120317341,1736.523513631735
1737.3017191217373,1739.6921634017383
1741.4792013317415,1743.8454147017424
1745.4440381317465,1748.1346857317467
1750.3971094417514,1753.1129211917516
1754.889326851755,1757.5739083817562
1758.3707120117583,1763.0070650117616
1764.7972359617647,1767.2916365117658
1768.072241761768,1770.8211168617693
1771.926422961773,1774.7841538517732
1777.6464175717786,1780.354696741779
1782.4433045017834,1785.1472507717838
1787.8762611517889,1790.6337354017892
1791.4217399117915,1793.8768443917925
1794.7430077417957,1797.6267027017961
1799.4068413217994,1801.8663453618003
1802.6456507418027,1804.9389380718035
1805.8293323318069,1808.7354583818073
1810.5253626918106,1812.8575461318114
1815.5925892418165,1820.5610757018192
1825.5424941518265,1828.452753121827
1829.2842532818293,1831.7287588218303
1834.975617411836,1837.7759207118363
1840.045410381841,1842.9910658118415
1843.7411741118437,1846.2236758518447
1847.002681261847,1849.3993582518478
1851.3529795218515,1853.9365711518524
1854.7244756718546,1857.1662148218556
1860.978316881862,1863.8404806618623
1865.8086338018668,1868.5614085218672
1869.3643115418695,1871.5951051218701
1874.4415704218754,1877.1314847618758
1877.9025909618779,1880.3943917718789
1881.944620041883,1884.621002401883
1887.3114499718884,1890.0014976318885
1890.796401451891,1893.4678176318919
1895.6913119018966,1898.3656278018968
1899.1623314418991,1901.8455131119003
1908.81086648191,1911.51201303191
1912.3315143919124,1914.534410761913
1918.4773664019194,1921.1442163819197
1929.4771996419304,1932.1742466019307
1933.8571949319348,1936.642433071935
1941.3770428719424,1944.620835151943
1945.4248380619454,1947.9150390319464
1949.00994617195,1951.7379567019502
1953.157064751954,1955.8096494919544
1956.6147522919566,1959.0410596519575
1964.959784361966,1967.8047498619662
1973.2265576019743,1975.9598676019746
1976.7755693419767,1979.1021866719777
1980.6730462119817,1983.589171261982
1985.6230511619867,1988.2960671919868
1991.039576121992,1993.7510883019922
1994.5515915619947,1996.8551778619953
2002.4060726920034,2005.2029763320038
2006.1259006720072,2008.8149817620074
2009.975648992011,2012.6901942020113
2014.4588339620154,2017.1084523320155
2018.8871910920188,2021.0634901220196
2022.3422122120235,2025.0370927220235
2025.8306966720259,2028.2653032020269
2029.057107332029,2031.59790324203
2033.972115772035,2036.648298152035
2037.4516011320375,2039.7097253120382
2041.841962042043,2044.6858276520431
2046.958383682048,2049.6809280920484
2052.5249269720534,2055.169712492054
2057.091703582058,2059.8009493220584
2061.8415618820627,2064.6953265020634
2065.4895303920657,2068.276335032067
2071.4547338020725,2074.439352002073
2075.2382554220753,2077.8797412620765
2078.77440176208,2081.49317988208
2083.279951172083,2085.7349556620843
2088.6714119620897,2092.1940430220907
2092.986047132093,2095.5804376820943
2097.604451902099,2100.412754402099
2103.2908832021044,2106.318363782105
2107.118767052107,2109.393322922108
2111.4238364921125,2114.1537801621125
2114.933452172115,2117.341061402116
2118.5872534121195,2121.36775869212
2123.1594628221233,2125.7886498921243
2128.3570430021296,2131.1021851521296
2131.869691712132,2134.5941692521333
2136.3913728321363,2138.6397646521373
2140.4348017821403,2142.8142804921413
2143.600285202144,2146.0372914921445
2147.153363182148,2149.9928625621487
2151.752103272152,2154.4301854521527
2156.006444452157,2158.782583502157
2159.7916992321598,2162.1574126521605
2162.948116892163,2165.470914602164
2167.6531463321685,2170.390522592169
2171.192992322171,2173.567404872172
2176.1395642721773,2179.0392243021774
2181.789365902183,2184.550606442183
2187.886056172189,2190.679126862189
2191.4731307721913,2193.7883159121925
2195.8057307921968,2198.544140282197
2201.7389374122026,2204.461648472203
2205.276916922205,2207.9191026922063
2210.6888423322116,2213.459848562212
2214.5356242822154,2217.2205391222155
2218.028341652218,2220.466647812219
2223.118799212224,2225.8577419822245
2227.4720305122287,2230.308463532229
2232.1686274722333,2234.8792397422335
2237.4549987822384,2240.197341212239
2243.168327392244,2245.8475761322443
2247.5516556822486,2250.447549422249
2251.2350539822514,2253.498277652252
2255.4683972622565,2258.213872712257
2259.005876822259,2261.63466393226
2265.921218542267,2268.634163912267
2269.804596832271,2272.616465642271
2273.4088697122734,2276.226771242275
2277.032673962277,2279.6547950722784
2280.4544984122804,2283.0452893222814
2284.2874150722855,2286.9722299222854
2288.7562014922887,2291.45918118229
2292.4206350022932,2295.1382132422937
2296.084135282297,2298.7571846422975
2301.767366902303,2304.756251342303
2306.6672435323076,2309.346792242308
2310.1349967323104,2312.625197702311
2317.900353442319,2320.9378996823193
2321.7594008423216,2323.9812286523224
2326.0701697123272,2328.8279106023274
2330.836726342332,2333.525107502332
2335.2000566323363,2337.9144351923364
2343.386471242344,2346.0987166823447
2348.7329698723497,2351.4424489223497
2352.7664664823537,2362.236636062361
2363.916151402365,2367.0169579823655
2368.049571352369,2370.7580505023693
2372.4857943523734,2375.168342762374
2375.958847022376,2378.500042892377
2384.7491345623857,2387.482311242386
2389.2857475323895,2391.9370657223903
2395.802195812397,2398.519674062397
2399.3171776223994,2401.7334859824005
2402.5166576424026,2404.733685932403
2406.301979062407,2409.0155910324074
2410.4350657124114,2413.163476202412
2415.181857652416,2417.9217003324165
2420.8849206224218,2423.685990512422
2425.848257572427,2428.8619062024272
2429.6873069724297,2432.2598997024306
2433.2481508424344,2435.9447978424346
2437.634645482439,2440.490509892439
2442.367972102443,2445.220170212444
2447.197989052448,2449.917300452448
2450.7229032024507,2452.9523635824517
2454.7514003124547,2457.1657088724555
2458.7474673224597,2461.62519621246
2463.6642422624645,2466.360222662465
2467.684206892469,2470.370688242469
2472.4839935324735,2475.192272702474
2477.2006551524782,2479.9852266924786
2484.097332082485,2486.887636382485
2487.6901394424876,2490.491309312489
2492.2887462024923,2494.8524398224936
2495.650443332496,2498.282030162497
2499.3302086425006,2502.0757507525004
2505.2136535725062,2507.9381311225065
2508.960445532509,2511.15614262251
2512.2498498825134,2515.201438052514
2517.3464068425183,2519.9873927425183
2523.1633250925242,2526.1338447025246
2526.909950402527,2529.339157472528
2530.1388608125303,2532.564168272531
2534.3660713825343,2536.6187294425354
2538.94624664254,2541.7751804125405
2543.4660279525447,2546.302460972545
2548.5292882425497,2551.50710712255
2553.3209757025534,2555.7806797225544
2556.5814829525566,2558.9346642925575
2560.734067652561,2563.415916122562
2565.217485932565,2567.8264750225662
2568.6343775425685,2571.0033906325693
2571.7935949225716,2574.350089262573
2575.151292452575,2577.616895882576
2579.3820026625804,2582.331291062581
2583.135293972583,2585.6434931425842
2587.062201232588,2589.753915392588
2591.761997872593,2594.365220882593
2599.1117961526,2601.8962010426003
2604.898250782606,2607.6052300826063
2609.8481557426107,2612.585232032611
2613.3955343126136,2616.0398865326147
2618.0282709826192,2620.813142492619
2621.6209116926216,2623.9108326926225
2626.211319262627,2629.0058231426274
2632.061300872633,2634.8088427826333
2635.6214448326355,2637.8053431026365
2638.6096459826385,2640.829140692639
2646.2274841126473,2648.9392629326476
2649.71833500265,2651.9855582726505
2656.810759012658,2659.5983635826583
2660.4138653326613,2664.9602606726635
2665.7610639026657,2668.446745322667
2669.211452162669,2671.38425154267
2672.185654712672,2674.406782592673
2677.2135518626783,2679.9386626826786
2681.756764172682,2684.3163582026827
2686.926947092688,2689.7781453026882
2691.8570873726917,2694.1703727026925
2694.982074842695,2697.260330342696
2700.046535002701,2702.7475815627013
2704.993240282706,2707.6539908727063
2709.2928769427103,2711.9787916827104
,
2719.779428182721,2722.556800442721
2723.5593501527246,2726.3638863627248
2729.742765082731,2732.511704852731
2733.3348058527336,2735.640491942734
2736.4507942227365,2738.618194142737
2739.7091683427407,2742.430479542741
2744.2331159127443,2746.792110002745
2747.8288229627487,2750.527703072749
2752.059033232753,2755.0521172527538
2755.8602197527557,2758.0951129227565
2758.92537986276,2761.6254265227603
2763.8286894827647,2766.588730142765
2770.695069442772,2773.329522662772
2775.4117977227766,2778.0900465627765
2778.920346842779,2781.29772576278
2786.3916329627873,2789.1567397827876
2790.2429478027902,2792.8188402027913
2793.977840932795,2796.677354312795
2799.6080778528008,2802.236664992801
2803.045467422803,2806.0647488128047
2806.872751322807,2809.250663522808
2810.0503668628103,2812.476374252811
2820.1608223728213,2822.8936657528216
2824.2606456828253,2826.9291621628254
2827.7361647728276,2829.9438606628287
2830.753063052831,2833.3179565528317
2835.1190597428354,2837.588562782836
2842.1907524928433,2844.9685913728435
2846.660238832848,2849.282393282848
2850.09059577285,2852.290092482851
2853.8405207328547,2856.536001182855
2857.6603053828585,2860.634058002859
2862.4374942928625,2864.9216958628635
2870.809856962872,2873.6742871828724
2875.5433835628764,2878.471607402877
2880.3597018828814,2883.0807131128818
2883.879916502884,2886.5650979728853
2889.2929084728903,2892.0713139628906
2894.3564354028954,2897.0398170628955
2899.8261217129007,2902.628524802901
2903.4424267229033,2906.1530389829045
2906.937410522907,2910.322222022909
2911.107926762911,2913.830737802912
2915.4726235729163,2918.2444297229167
2919.5924115529206,2922.329821142921
2927.5757464729286,2930.2722268229286
2932.1420897929333,2934.800607272933
2936.822355052938,2939.548532432938
2941.3749330929413,2943.558798032942
2945.6253080029464,2957.327187722956
2959.28844155296,2962.0702467029605
2963.7583278529646,2966.575262822965
2968.141489492969,2970.9158620529693
2971.732563692972,2974.229663972973
2975.321504752976,2978.0094859529763
2978.816755202979,2981.40957924298
2982.215881922982,2984.537333102983
2986.3462688429863,2989.0736794229874
2989.88238186299,2992.305789512991
2993.116591742993,2996.7027831029955
2999.2076159030003,3002.0515815030008
3002.871982773003,3005.387481213004
3006.6241741730078,3009.3708828330077
3013.940775773015,3016.634389743015
3018.4762888530186,3020.9556909030193
3024.090460703025,3027.0972100230256
3028.925110533029,3031.44990804303
3032.2705092930323,3034.756743993033
3036.563413293037,3039.0340162230377
3039.84601833304,3042.363016623041
3045.803689163047,3048.493703493047
3053.606675453055,3056.5572303930553
3057.3919302330573,3060.1710356430585
3061.5564470630625,3064.2584268630626
3065.656370363067,3068.330219643067
3071.803188953073,3074.538032133073
3076.361233113076,3078.9476244630773
3080.619640553082,3083.331752673082
3085.5193838630867,3088.2598264830867
3092.3559668030935,3095.190433353094
3099.2525770731004,3101.9598563431005
3104.3223033831055,3107.0882434531054
3111.8053216731128,3114.518267043113
3115.688766623117,3118.401945303117
3120.4688552331213,3123.0535467631216
3123.836951733124,3126.1998654331246
3129.06866183313,3132.1503703231306
3133.3217364831344,3136.419576693135
3137.2383781231374,3139.477870833138
3144.1882830531454,3147.0931758931456
3147.915576963148,3150.1821669631486
3151.991769303152,3154.404078063153
3158.0514965931593,3160.7649752431594
3163.101358223164,3166.1492034331645
3168.6510698631696,3171.3297853231697
3172.1476868431723,3174.7362779731734
3179.2542761031805,3181.9741874431807
3183.3344013831843,3186.0728108731846
3187.893012153188,3190.400211423189
3191.2340446731923,3193.9443903031924
3195.2040143031963,3197.9345245831964
3200.837050943202,3203.649486363202
3205.4612218232055,3207.7072138832064
3211.167117833212,3214.1069405132125
3215.914709703216,3218.174033763217
3218.964138063219,3221.2262285132197
3223.183782713224,3225.8721305432246
3229.750059353231,3232.451039253231
3233.259441723233,3235.519932333234
3237.069727313238,3239.7914384732385
3240.6075401732405,3242.8814294432414
3244.666567553246,3247.260124863246
3248.76629087325,3251.42034213325
3254.2693405132554,3257.0654442332557
3261.136053773262,3264.0723434732627
3264.8983441832647,3267.0484458332658
3267.848349153268,3270.1610678732686
3273.019065353274,3275.859564633274
3280.269140273281,3283.0789759532818
3286.5854752432874,3289.330650723288
3290.3856285232914,3293.1095727932916
3294.3019368532955,3297.0508786232954
3305.968503413307,3308.7066795933074
3309.5452790433096,3312.0957073233108
3322.4983835933235,3325.197097053324
3329.7015965333308,3332.393477343331
3333.206579343333,3335.9185914633345
3339.817851473341,3342.514465143341
3345.798020063347,3348.624587403347
3351.5676763733527,3354.2797218333526
3355.267739663356,3358.0262138133567
3359.2510079633603,3362.3036193633607
3364.834149593366,3367.584824523366
3368.85061457337,3371.60212275337
3375.2808381533764,3378.0045157833765
3378.7929202533787,3381.12243729338
3381.896609853382,3384.1101384933827
3385.2339094133863,3387.8974263933865
3388.91704106339,3391.73224287339
3395.680464653397,3398.395943103397
3401.083424303402,3403.7880371734022
3410.1467845434113,3412.9094582734115
3413.879977853415,3416.542661583415
3419.3497641534204,3422.0192805334204
3426.3798277434275,3429.094739583428
3429.89464290343,3432.0619428334307
3435.896142683437,3438.540861543437
3439.5160473234405,3442.203261933441
3444.049393943445,3446.673981483445
3451.312767533452,3453.9413546734527
3455.749057193457,3458.452170213457
3461.2988354934623,3464.0327787634624
3464.8322487834657,3467.5122641134662
3468.3056680834684,3470.577490893469
3471.3684951034716,3473.6910795034723
3474.4689850234745,3476.8825603234754
3478.670198193479,3481.1777974234797
3481.967801733482,3484.283420163483
3486.5454439134874,3489.3008850334877
3491.7451238934927,3494.503398063493
3495.2939023234953,3498.210393993497
3499.004497893499,3501.4201729835
3504.5283787735057,3507.357812493506
3508.1688147035084,3510.481400103509
3511.2665049035113,3513.7447070735125
3516.7615553335177,3519.5800234835183
3520.3766271335203,3522.7860361835214
3524.5844063135246,3526.9221225335255
3527.7149265635276,3530.1002046935287
3531.1610819035322,3533.8471632935325
3535.6304349335355,3537.9120900935363
3540.744323483542,3543.471334113542
3545.360828453546,3548.1237354935465
3549.24723977355,3551.9951483135505
3552.8099501435527,3555.405107283554
3558.6804630235597,3561.36984408356
3562.172347143562,3565.230924603564
3568.74705626357,3571.45423554357
3573.2103765535744,3575.9294546435744
3577.4302211935783,3580.3284480335788
3581.1268515035813,3583.9475527535824
3585.749955813586,3588.506163513587
3589.296267813589,3594.7196754335932
3596.809649723598,3599.9177555735982
3600.7299576636005,3602.9242215636013
3604.7141592036046,3607.1853620736056
3608.300167233608,3610.791168123609
3611.5804725036114,3613.9542851136125
3614.7575880936147,3617.450068833616
3618.251871963618,3620.655581583619
3621.4452859236217,3623.8719932436225
3625.0959874736263,3627.9069897036266
3628.712692443629,3631.1226014436297
3631.911772503632,3634.2017934936325
3634.996297353635,3637.7187750936364
3638.5152787536385,3641.1682967736397
3641.966700243642,3644.332113693643
3646.131983673646,3648.6696798936473
3649.4620839636495,3651.7714030236502
3652.5593075436527,3655.0585742736534
3656.854611303657,3659.146698753658
3659.9328034536597,3662.5659901236613
3663.3627937536635,3665.738106213664
3666.6586307936677,3669.4028063736678
3670.19521044367,3672.379808643671
3673.1950437536743,3676.0035462336746
3678.274835723679,3681.50752911368
3682.3056326136825,3685.1809284036835
3685.967533053686,3689.1310333536876
3689.91453831369,3692.436436113691
3693.227040363693,3695.8149315636942
3698.127983543699,3700.8073989336995
3703.108052153704,3705.869292693704
3707.6600302537076,3710.1478981237087
3712.2496379137124,3714.6774784537133
3716.4558505837167,3719.685744243718
3720.4635497737204,3722.7782349637214
3724.777484993726,3727.8870573637264
3728.7107249637297,3731.7916668637304
3732.5860374037325,3735.1402653037335
3735.940768563736,3738.6776448637374
3739.4655493837395,3742.361843073741
3743.310531503744,3746.096469573745
3746.884274103747,3749.654447073748
3750.4448513437505,3752.9609497237516
3753.753353793754,3756.164695983755
3757.963566063758,3760.1894601337585
3761.5403416737627,3764.1922598137626
3770.5597396437715,3773.2839838837717
3774.0776878237743,3776.2889833537747
3777.081087453777,3779.7902665237784
3780.943034543782,3783.6676787437823
3784.4533834837844,3786.593752773785
3788.97613115379,3792.0070780537903
3792.809481113794,3795.560989293794
3796.4227197537975,3799.0994020837975
3799.889739683801,3802.606884633801
3803.4052881038033,3805.8807905438043
3807.125982653808,3809.854593123808
3814.075887593815,3816.9595158938155
3820.992429203822,3823.8590258738222
3824.6721278738246,3826.8896227838254
3831.172277783832,3833.9114205338324
3835.1889760738363,3837.8825233838365
3842.055422693843,3844.8403275338433
