pid,lab,subject,date,depth,theta,phi,ml_ccf_tip,ap_ccf_tip,dv_ccf_tip,selectable
b543e81e-4c8f-415e-82ec-631b177d19d2,cortexlab,KS014,12/3/2019,3152.238488,13.43355586,-174.3918263,5100.24576,8806.909387,3340.993198,FALSE
9150758e-1390-41d1-b426-96675e60dbea,cortexlab,KS014,12/5/2019,3960.056279,10.43749044,-35.96025925,7044.30718,8378.717043,4269.529786,FALSE
fe2d6fc9-b0c4-4256-b427-9c06950da925,cortexlab,KS014,12/5/2019,5272.660272,11.21332703,167.3924796,5850.612038,8873.801192,5397.004922,FALSE
ea931b15-6214-4b80-8d88-7acbbe071bc0,cortexlab,KS014,12/7/2019,3912.990119,9.601120849,-36.07619386,7122.513809,8665.686063,4283.179983,FALSE
31811232-52ef-456c-9772-5021c00b2bc9,cortexlab,KS016,12/5/2019,4728.218612,9.248071166,-12.84784125,7814.325508,7520.453003,5341.760173,FALSE
fa539f97-a078-4fc6-9a12-237799466d9c,cortexlab,KS016,12/5/2019,5278.794499,12.13035404,-178.8579886,4021.727102,8484.327234,5810.92983,FALSE
c0c3bcca-6a79-47ef-becb-b1a157a3f2cb,cortexlab,KS016,12/8/2019,4858.330502,1.412941367,-25.48534026,6494.876238,9233.958147,5281.853306,FALSE
d595ee58-75bb-4df3-96de-d9b4f4d1f6ab,cortexlab,KS016,12/8/2019,4895.179106,6.284511872,167.958771,5507.378776,9349.975298,5340.761931,FALSE
15a2a63f-739d-4eb0-ab8f-fc95b6299b68,cortexlab,KS016,12/9/2019,5837.460939,7.539717004,162.509116,5180.539217,9530.210349,6211.991089,FALSE
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf,cortexlab,KS016,12/9/2019,4816.073224,2.22503583,-64.94754073,6970.823142,9030.609768,5187.442132,FALSE
3675290c-8134-4598-b924-83edb7940269,cortexlab,KS022,12/9/2019,4734.241532,3.24179245,-13.55848534,4689.7408,9262.23625,5251.665711,FALSE
82765a73-2a03-42ca-ba98-194247caa62e,cortexlab,KS022,12/9/2019,4887.163993,4.86618985,134.1068982,3581.364767,8037.514163,5344.548343,FALSE
adca9242-0725-41d4-8eb1-5655a464431d,cortexlab,KS023,12/6/2019,4325.663855,15.01659584,124.5138641,5535.037085,5073.505888,5252.945974,FALSE
