panel,xmin,ymax,xmax,ymin
A,0.06666666666666667,0.91,0.3240448409974834,0.4160034305317325
B,0.3374857012125371,0.91,0.8522420498741705,0.4160034305317325
C,0.8656829100892243,0.91,0.8999999999999998,0.4160034305317325
D,0.3374857012125371,0.3752487135506004,0.8522420498741705,0.2980617495711836
E,0.3374857012125371,0.2671869639794168,0.8522420498741705,0.19
